Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
811,Entry short,2026-04-11 02:05,Short,4753.363,25.55,121448.4247,-200.01,-0.16,55.9,0.05,-200.01,-0.16,2971.1,29.71
812,Exit short,2026-04-11 04:25,Short Exit,4745.803,27.92,132702.727,199.91,0.15,199.91,0.15,-70.55,-0.05,3171,31.71
812,Entry short,2026-04-11 04:05,Short,4752.963,27.92,132702.727,199.91,0.15,199.91,0.15,-70.55,-0.05,3171,31.71
813,Exit long,2026-04-13 12:05,Long Exit,4711.574,26.6,125527.8472,-199.98,-0.16,132.28,0.11,-199.98,-0.16,2971.02,29.71
813,Entry long,2026-04-13 10:55,Long,4719.092,26.6,125527.8472,-199.98,-0.16,132.28,0.11,-199.98,-0.16,2971.02,29.71
814,Exit long,2026-04-13 13:15,Long Exit,4718.159,34.71,163967.3326,-200.03,-0.12,87.75,0.05,-200.03,-0.12,2770.99,27.71
814,Entry long,2026-04-13 12:55,Long,4723.922,34.71,163967.3326,-200.03,-0.12,87.75,0.05,-200.03,-0.12,2770.99,27.71
815,Exit long,2026-04-13 13:55,Long Exit,4726.772,39.05,184380.5106,199.94,0.11,199.94,0.11,-135.78,-0.07,2970.93,29.71
815,Entry long,2026-04-13 13:30,Long,4721.652,39.05,184380.5106,199.94,0.11,199.94,0.11,-135.78,-0.07,2970.93,29.71
816,Exit long,2026-04-13 15:00,Long Exit,4729.982,45.96,217190.0467,199.93,0.09,199.93,0.09,-130.62,-0.06,3170.85,31.71
816,Entry long,2026-04-13 14:55,Long,4725.632,45.96,217190.0467,199.93,0.09,199.93,0.09,-130.62,-0.06,3170.85,31.71
817,Exit long,2026-04-13 15:45,Long Exit,4736.927,48.18,228025.1959,199.95,0.09,199.95,0.09,0,0.00,3370.8,33.71
817,Entry long,2026-04-13 15:45,Long,4732.777,48.18,228025.1959,199.95,0.09,199.95,0.09,0,0.00,3370.8,33.71
818,Exit long,2026-04-13 15:55,Long Exit,4732.164,28.64,135729.1701,-199.99,-0.15,25.29,0.02,-199.99,-0.15,3170.81,31.71
818,Entry long,2026-04-13 15:50,Long,4739.147,28.64,135729.1701,-199.99,-0.15,25.29,0.02,-199.99,-0.15,3170.81,31.71
819,Exit short,2026-04-13 20:10,Short Exit,4720.226,20.77,97839.12046,-199.97,-0.20,150.02,0.15,-199.97,-0.20,2970.83,29.71
819,Entry short,2026-04-13 19:40,Short,4710.598,20.77,97839.12046,-199.97,-0.20,150.02,0.15,-199.97,-0.20,2970.83,29.71
820,Exit short,2026-04-13 20:20,Short Exit,4708.823,43.85,206681.8446,199.96,0.10,199.96,0.10,0,0.00,3170.79,31.71
820,Entry short,2026-04-13 20:20,Short,4713.383,43.85,206681.8446,199.96,0.10,199.96,0.10,0,0.00,3170.79,31.71
821,Exit short,2026-04-13 20:30,Short Exit,4714.686,23.44,110312.2263,-200.01,-0.18,51.87,0.05,-200.01,-0.18,2970.78,29.71
821,Entry short,2026-04-13 20:25,Short,4706.153,23.44,110312.2263,-200.01,-0.18,51.87,0.05,-200.01,-0.18,2970.78,29.71
822,Exit long,2026-04-13 21:35,Long Exit,4730.039,45.8,216835.8406,-200.05,-0.09,148.99,0.07,-200.05,-0.09,2770.72,27.71
822,Entry long,2026-04-13 21:30,Long,4734.407,45.8,216835.8406,-200.05,-0.09,148.99,0.07,-200.05,-0.09,2770.72,27.71
823,Exit long,2026-04-13 21:50,Long Exit,4722.579,11.03,52289.88791,-199.84,-0.38,43.49,0.08,-199.84,-0.38,2570.88,25.71
823,Entry long,2026-04-13 21:50,Long,4740.697,11.03,52289.88791,-199.84,-0.38,43.49,0.08,-199.84,-0.38,2570.88,25.71
824,Exit short,2026-04-14 00:05,Short Exit,4716.476,39.36,185440.4285,-200.07,-0.11,72.74,0.04,-200.07,-0.11,2370.81,23.71
824,Entry short,2026-04-13 23:45,Short,4711.393,39.36,185440.4285,-200.07,-0.11,72.74,0.04,-200.07,-0.11,2370.81,23.71
825,Exit long,2026-04-14 01:15,Long Exit,4735.257,61.33,290213.376,199.94,0.07,199.94,0.07,0,0.00,2570.75,25.71
825,Entry long,2026-04-14 01:15,Long,4731.997,61.33,290213.376,199.94,0.07,199.94,0.07,0,0.00,2570.75,25.71
826,Exit long,2026-04-14 01:50,Long Exit,4729.774,13.3,63105.9331,-199.94,-0.32,71.79,0.11,-199.94,-0.32,2370.81,23.71
826,Entry long,2026-04-14 01:20,Long,4744.807,13.3,63105.9331,-199.94,-0.32,71.79,0.11,-199.94,-0.32,2370.81,23.71
827,Exit long,2026-04-14 03:20,Long Exit,4741.452,27.77,131470.178,199.94,0.15,199.94,0.15,-94.47,-0.07,2570.75,25.71
827,Entry long,2026-04-14 02:35,Long,4734.252,27.77,131470.178,199.94,0.15,199.94,0.15,-94.47,-0.07,2570.75,25.71
828,Exit long,2026-04-14 03:30,Long Exit,4745.937,45.86,217448.7212,199.95,0.09,199.95,0.09,0,0.00,2770.7,27.71
828,Entry long,2026-04-14 03:25,Long,4741.577,45.86,217448.7212,199.95,0.09,199.95,0.09,0,0.00,2770.7,27.71
829,Exit long,2026-04-14 04:50,Long Exit,4738.559,117.57,557312.6033,-200.22,-0.04,121.45,0.02,-200.22,-0.04,2570.48,25.70
829,Entry long,2026-04-14 04:45,Long,4740.262,117.57,557312.6033,-200.22,-0.04,121.45,0.02,-200.22,-0.04,2570.48,25.70
830,Exit long,2026-04-14 06:00,Long Exit,4746.92,58.46,277206.9141,298.03,0.11,298.03,0.11,-86.64,-0.03,2868.51,28.69
830,Entry long,2026-04-14 04:55,Long,4741.822,58.46,277206.9141,298.03,0.11,298.03,0.11,-86.64,-0.03,2868.51,28.69
831,Exit long,2026-04-14 06:45,Long Exit,4753.117,77.94,370266.908,191.03,0.05,191.03,0.05,-105.69,-0.03,3059.54,30.60
831,Entry long,2026-04-14 06:45,Long,4750.666,77.94,370266.908,191.03,0.05,191.03,0.05,-105.69,-0.03,3059.54,30.60
832,Exit long,2026-04-14 08:25,Long Exit,4765.622,39.91,189996.0249,199.95,0.11,199.95,0.11,-38.39,-0.02,3259.49,32.59
832,Entry long,2026-04-14 08:15,Long,4760.612,39.91,189996.0249,199.95,0.11,199.95,0.11,-38.39,-0.02,3259.49,32.59
833,Exit long,2026-04-14 08:40,Long Exit,4775.347,28.73,136995.7585,199.96,0.15,199.96,0.15,0,0.00,3459.45,34.59
833,Entry long,2026-04-14 08:35,Long,4768.387,28.73,136995.7585,199.96,0.15,199.96,0.15,0,0.00,3459.45,34.59
834,Exit long,2026-04-14 09:30,Long Exit,4767.574,21.38,102130.6993,-199.97,-0.20,9.79,0.01,-199.97,-0.20,3259.48,32.59
834,Entry long,2026-04-14 09:10,Long,4776.927,21.38,102130.6993,-199.97,-0.20,9.79,0.01,-199.97,-0.20,3259.48,32.59
835,Exit long,2026-04-14 09:45,Long Exit,4768.174,38.38,183202.5931,-200.07,-0.11,24.1,0.01,-200.07,-0.11,3059.41,30.59
835,Entry long,2026-04-14 09:45,Long,4773.387,38.38,183202.5931,-200.07,-0.11,24.1,0.01,-200.07,-0.11,3059.41,30.59
836,Exit long,2026-04-14 11:15,Long Exit,4766.824,31.71,151356.0157,-200.03,-0.13,132.33,0.09,-200.03,-0.13,2859.38,28.59
836,Entry long,2026-04-14 10:45,Long,4773.132,31.71,151356.0157,-200.03,-0.13,132.33,0.09,-200.03,-0.13,2859.38,28.59
837,Exit long,2026-04-14 12:00,Long Exit,4767.589,50.49,240916.3673,-200.8,-0.08,28.98,0.01,-200.8,-0.08,2658.58,26.59
837,Entry long,2026-04-14 11:50,Long,4771.566,50.49,240916.3673,-200.8,-0.08,28.98,0.01,-200.8,-0.08,2658.58,26.59
838,Exit long,2026-04-14 13:05,Long Exit,4768.634,38.6,184269.3362,-200.06,-0.11,126.14,0.07,-200.06,-0.11,2458.52,24.59
838,Entry long,2026-04-14 12:20,Long,4773.817,38.6,184269.3362,-200.06,-0.11,126.14,0.07,-200.06,-0.11,2458.52,24.59
839,Exit short,2026-04-14 14:40,Short Exit,4769.676,43.18,205754.5567,-200.05,-0.10,65.98,0.03,-200.05,-0.10,2258.47,22.58
839,Entry short,2026-04-14 14:15,Short,4765.043,43.18,205754.5567,-200.05,-0.10,65.98,0.03,-200.05,-0.10,2258.47,22.58
840,Exit long,2026-04-14 15:00,Long Exit,4787.387,45.23,216333.5974,199.92,0.09,199.92,0.09,0,0.00,2458.38,24.58
840,Entry long,2026-04-14 15:00,Long,4782.967,45.23,216333.5974,199.92,0.09,199.92,0.09,0,0.00,2458.38,24.58
841,Exit long,2026-04-14 15:20,Long Exit,4780.989,22.68,108632.8228,-199.99,-0.18,154.75,0.14,-199.99,-0.18,2258.39,22.58
841,Entry long,2026-04-14 15:05,Long,4789.807,22.68,108632.8228,-199.99,-0.18,154.75,0.14,-199.99,-0.18,2258.39,22.58
842,Exit long,2026-04-14 16:25,Long Exit,4784.022,33.18,158534.7368,199.11,0.13,199.11,0.13,-135.08,-0.09,2457.5,24.58
842,Entry long,2026-04-14 15:40,Long,4778.021,33.18,158534.7368,199.11,0.13,199.11,0.13,-135.08,-0.09,2457.5,24.58
843,Exit long,2026-04-14 17:30,Long Exit,4777.764,22.59,108129.678,-199.99,-0.18,76.42,0.07,-199.99,-0.18,2257.52,22.58
843,Entry long,2026-04-14 16:30,Long,4786.617,22.59,108129.678,-199.99,-0.18,76.42,0.07,-199.99,-0.18,2257.52,22.58
844,Exit long,2026-04-14 18:35,Long Exit,4779.944,40.51,193835.5698,-200.04,-0.10,138.87,0.07,-200.04,-0.10,2057.48,20.57
844,Entry long,2026-04-14 18:10,Long,4784.882,40.51,193835.5698,-200.04,-0.10,138.87,0.07,-200.04,-0.10,2057.48,20.57
845,Exit short,2026-04-14 20:30,Short Exit,4775.281,31.17,148645.4597,-200.05,-0.13,193.97,0.13,-200.05,-0.13,1857.43,18.57
845,Entry short,2026-04-14 20:15,Short,4768.863,31.17,148645.4597,-200.05,-0.13,193.97,0.13,-200.05,-0.13,1857.43,18.57
846,Exit short,2026-04-14 21:00,Short Exit,4776.281,25.13,119827.957,-199.98,-0.17,149.85,0.13,-199.98,-0.17,1657.44,16.57
846,Entry short,2026-04-14 20:45,Short,4768.323,25.13,119827.957,-199.98,-0.17,149.85,0.13,-199.98,-0.17,1657.44,16.57
847,Exit long,2026-04-14 22:25,Long Exit,4808.332,14.27,68415.04629,199.85,0.29,199.85,0.29,-108.41,-0.16,1857.29,18.57
847,Entry long,2026-04-14 21:35,Long,4794.327,14.27,68415.04629,199.85,0.29,199.85,0.29,-108.41,-0.16,1857.29,18.57
848,Exit long,2026-04-14 23:30,Long Exit,4808.837,25.24,121175.1451,199.9,0.16,199.9,0.16,-6.23,-0.01,2057.2,20.57
848,Entry long,2026-04-14 23:20,Long,4800.917,25.24,121175.1451,199.9,0.16,199.9,0.16,-6.23,-0.01,2057.2,20.57
849,Exit long,2026-04-15 00:25,Long Exit,4818.297,25.36,121992.0483,199.96,0.16,199.96,0.16,-130.78,-0.11,2257.16,22.57
849,Entry long,2026-04-14 23:35,Long,4810.412,25.36,121992.0483,199.96,0.16,199.96,0.16,-130.78,-0.11,2257.16,22.57
850,Exit long,2026-04-15 01:05,Long Exit,4825.312,25.36,122169.9487,199.96,0.16,199.96,0.16,0,0.00,2457.12,24.57
850,Entry long,2026-04-15 01:05,Long,4817.427,25.36,122169.9487,199.96,0.16,199.96,0.16,0,0.00,2457.12,24.57
851,Exit long,2026-04-15 09:10,Long Exit,4851.102,11.15,53889.81205,199.98,0.37,199.98,0.37,-91.62,-0.17,2657.1,26.57
851,Entry long,2026-04-15 01:10,Long,4833.167,11.15,53889.81205,199.98,0.37,199.98,0.37,-91.62,-0.17,2657.1,26.57
852,Exit short,2026-04-15 11:15,Short Exit,4825.136,24.85,119704.6368,-199.99,-0.17,4.3,0.00,-199.99,-0.17,2457.11,24.57
852,Entry short,2026-04-15 11:05,Short,4817.088,24.85,119704.6368,-199.99,-0.17,4.3,0.00,-199.99,-0.17,2457.11,24.57
853,Exit short,2026-04-15 13:00,Short Exit,4828.226,45.86,221222.3572,-200.09,-0.09,163.4,0.07,-200.09,-0.09,2257.02,22.57
853,Entry short,2026-04-15 12:00,Short,4823.863,45.86,221222.3572,-200.09,-0.09,163.4,0.07,-200.09,-0.09,2257.02,22.57
854,Exit short,2026-04-15 17:10,Short Exit,4800.318,14.9,71724.6962,199.96,0.28,199.96,0.28,-168.4,-0.23,2456.98,24.57
854,Entry short,2026-04-15 13:40,Short,4813.738,14.9,71724.6962,199.96,0.28,199.96,0.28,-168.4,-0.23,2456.98,24.57
855,Exit short,2026-04-15 17:45,Short Exit,4790.403,28.46,136534.8009,199.93,0.15,199.93,0.15,-189.17,-0.14,2656.91,26.57
855,Entry short,2026-04-15 17:30,Short,4797.428,28.46,136534.8009,199.93,0.15,199.93,0.15,-189.17,-0.14,2656.91,26.57
856,Exit short,2026-04-15 18:45,Short Exit,4801.481,25.57,122573.8351,-200.03,-0.16,91.11,0.07,-200.03,-0.16,2456.87,24.57
856,Entry short,2026-04-15 18:20,Short,4793.658,25.57,122573.8351,-200.03,-0.16,91.11,0.07,-200.03,-0.16,2456.87,24.57
857,Exit short,2026-04-15 19:00,Short Exit,4795.693,46.6,223679.2078,199.91,0.09,199.91,0.09,0,0.00,2656.79,26.57
857,Entry short,2026-04-15 19:00,Short,4799.983,46.6,223679.2078,199.91,0.09,199.91,0.09,0,0.00,2656.79,26.57
858,Exit long,2026-04-15 21:30,Long Exit,4816.964,38.71,186664.7297,-200.05,-0.11,8.25,0.00,-200.05,-0.11,2456.73,24.57
858,Entry long,2026-04-15 21:30,Long,4822.132,38.71,186664.7297,-200.05,-0.11,8.25,0.00,-200.05,-0.11,2456.73,24.57
859,Exit long,2026-04-15 22:30,Long Exit,4820.009,33.83,163260.9413,-200.04,-0.12,158.76,0.10,-200.04,-0.12,2256.7,22.57
859,Entry long,2026-04-15 21:50,Long,4825.922,33.83,163260.9413,-200.04,-0.12,158.76,0.10,-200.04,-0.12,2256.7,22.57
860,Exit short,2026-04-16 01:20,Short Exit,4805.036,46.66,224002.9017,-200.08,-0.09,118.89,0.05,-200.08,-0.09,2056.62,20.57
860,Entry short,2026-04-16 01:05,Short,4800.748,46.66,224002.9017,-200.08,-0.09,118.89,0.05,-200.08,-0.09,2056.62,20.57
861,Exit short,2026-04-16 01:50,Short Exit,4791.638,23.09,110838.8808,199.96,0.18,199.96,0.18,-50.84,-0.05,2256.58,22.57
861,Entry short,2026-04-16 01:30,Short,4800.298,23.09,110838.8808,199.96,0.18,199.96,0.18,-50.84,-0.05,2256.58,22.57
862,Exit short,2026-04-16 04:00,Short Exit,4794.668,56.64,271769.9347,199.94,0.07,199.94,0.07,-195.24,-0.07,2456.52,24.57
862,Entry short,2026-04-16 03:40,Short,4798.198,56.64,271769.9347,199.94,0.07,199.94,0.07,-195.24,-0.07,2456.52,24.57
863,Exit short,2026-04-16 04:35,Short Exit,4790.743,66.09,316820.1271,199.92,0.06,199.92,0.06,-157.43,-0.05,2656.44,26.56
863,Entry short,2026-04-16 04:05,Short,4793.768,66.09,316820.1271,199.92,0.06,199.92,0.06,-157.43,-0.05,2656.44,26.56
864,Exit short,2026-04-16 04:45,Short Exit,4789.263,174.52,836022.0042,199.83,0.02,199.83,0.02,0,0.00,2856.27,28.56
864,Entry short,2026-04-16 04:45,Short,4790.408,174.52,836022.0042,199.83,0.02,199.83,0.02,0,0.00,2856.27,28.56
865,Exit long,2026-04-16 07:10,Long Exit,4812.747,77.94,374905.5851,199.92,0.05,199.92,0.05,-68.35,-0.02,3056.18,30.56
865,Entry long,2026-04-16 07:05,Long,4810.182,77.94,374905.5851,199.92,0.05,199.92,0.05,-68.35,-0.02,3056.18,30.56
866,Exit long,2026-04-16 11:35,Long Exit,4819.184,46.33,223472.8477,-200.05,-0.09,171.56,0.08,-200.05,-0.09,2856.13,28.56
866,Entry long,2026-04-16 11:05,Long,4823.502,46.33,223472.8477,-200.05,-0.09,171.56,0.08,-200.05,-0.09,2856.13,28.56
867,Exit long,2026-04-16 12:15,Long Exit,4830.012,41.61,200776.8633,199.94,0.10,199.94,0.10,-96.62,-0.05,3056.06,30.56
867,Entry long,2026-04-16 11:50,Long,4825.207,41.61,200776.8633,199.94,0.10,199.94,0.10,-96.62,-0.05,3056.06,30.56
868,Exit long,2026-04-16 12:55,Long Exit,4832.662,123,594217.551,199.88,0.03,199.88,0.03,-158.92,-0.03,3255.94,32.56
868,Entry long,2026-04-16 12:45,Long,4831.037,123,594217.551,199.88,0.03,199.88,0.03,-158.92,-0.03,3255.94,32.56
869,Exit long,2026-04-16 13:05,Long Exit,4836.792,66.64,322123.8989,199.92,0.06,199.92,0.06,0,0.00,3455.86,34.56
869,Entry long,2026-04-16 13:00,Long,4833.792,66.64,322123.8989,199.92,0.06,199.92,0.06,0,0.00,3455.86,34.56
870,Exit short,2026-04-16 18:40,Short Exit,4811.886,40.27,193574.5879,-200.06,-0.10,70.59,0.04,-200.06,-0.10,3255.8,32.56
870,Entry short,2026-04-16 18:15,Short,4806.918,40.27,193574.5879,-200.06,-0.10,70.59,0.04,-200.06,-0.10,3255.8,32.56
871,Exit short,2026-04-16 22:40,Short Exit,4784.788,21.8,104508.2844,199.91,0.19,199.91,0.19,-150.57,-0.14,3455.7,34.56
871,Entry short,2026-04-16 22:20,Short,4793.958,21.8,104508.2844,199.91,0.19,199.91,0.19,-150.57,-0.14,3455.7,34.56
872,Exit short,2026-04-17 00:30,Short Exit,4791.173,29.86,143264.3385,199.91,0.14,199.91,0.14,-86.36,-0.06,3655.62,36.56
872,Entry short,2026-04-17 00:25,Short,4797.868,29.86,143264.3385,199.91,0.14,199.91,0.14,-86.36,-0.06,3655.62,36.56
873,Exit short,2026-04-17 03:40,Short Exit,4796.416,24.73,118415.3514,-200.02,-0.17,170.09,0.14,-200.02,-0.17,3455.6,34.56
873,Entry short,2026-04-17 00:45,Short,4788.328,24.73,118415.3514,-200.02,-0.17,170.09,0.14,-200.02,-0.17,3455.6,34.56
874,Exit short,2026-04-17 04:20,Short Exit,4789.903,97.99,469562.4946,199.9,0.04,199.9,0.04,-1.18,0.00,3655.5,36.56
874,Entry short,2026-04-17 04:05,Short,4791.943,97.99,469562.4946,199.9,0.04,199.9,0.04,-1.18,0.00,3655.5,36.56
875,Exit short,2026-04-17 06:00,Short Exit,4793.946,63.87,305846.7962,-342.53,-0.11,136.23,0.04,-342.53,-0.11,3312.97,33.13
875,Entry short,2026-04-17 04:25,Short,4788.583,63.87,305846.7962,-342.53,-0.11,136.23,0.04,-342.53,-0.11,3312.97,33.13
876,Exit short,2026-04-17 08:25,Short Exit,4791.926,91.07,436200.529,-200.17,-0.05,19.4,0.00,-200.17,-0.05,3112.79,31.13
876,Entry short,2026-04-17 08:25,Short,4789.728,91.07,436200.529,-200.17,-0.05,19.4,0.00,-200.17,-0.05,3112.79,31.13
877,Exit short,2026-04-17 09:50,Short Exit,4783.901,16.75,79930.38025,-199.96,-0.25,68.98,0.09,-199.96,-0.25,2912.83,29.13
877,Entry short,2026-04-17 09:25,Short,4771.963,16.75,79930.38025,-199.96,-0.25,68.98,0.09,-199.96,-0.25,2912.83,29.13
878,Exit short,2026-04-17 10:55,Short Exit,4786.373,108.04,517319.6129,199.87,0.04,199.87,0.04,0,0.00,3112.71,31.13
878,Entry short,2026-04-17 10:55,Short,4788.223,108.04,517319.6129,199.87,0.04,199.87,0.04,0,0.00,3112.71,31.13
879,Exit long,2026-04-17 11:50,Long Exit,4794.134,88.84,426111.0211,-200.16,-0.05,37.14,0.01,-200.16,-0.05,2912.55,29.13
879,Entry long,2026-04-17 11:50,Long,4796.387,88.84,426111.0211,-200.16,-0.05,37.14,0.01,-200.16,-0.05,2912.55,29.13
880,Exit short,2026-04-17 15:20,Short Exit,4789.796,69.9,334606.6167,-200.12,-0.06,145.25,0.04,-200.12,-0.06,2712.43,27.12
880,Entry short,2026-04-17 15:15,Short,4786.933,69.9,334606.6167,-200.12,-0.06,145.25,0.04,-200.12,-0.06,2712.43,27.12
881,Exit short,2026-04-17 16:40,Short Exit,4794.596,22.99,110027.795,-199.97,-0.18,162.95,0.15,-199.97,-0.18,2512.46,25.12
881,Entry short,2026-04-17 15:40,Short,4785.898,22.99,110027.795,-199.97,-0.18,162.95,0.15,-199.97,-0.18,2512.46,25.12
882,Exit long,2026-04-18 01:05,Long Exit,4863.689,29.58,144067.9702,-200.05,-0.14,91.2,0.06,-200.05,-0.14,2312.41,23.12
882,Entry long,2026-04-17 23:55,Long,4870.452,29.58,144067.9702,-200.05,-0.14,91.2,0.06,-200.05,-0.14,2312.41,23.12
883,Exit short,2026-04-18 04:25,Short Exit,4844.843,38.45,186484.1534,199.94,0.11,199.94,0.11,-84.47,-0.05,2512.35,25.12
883,Entry short,2026-04-18 04:05,Short,4850.043,38.45,186484.1534,199.94,0.11,199.94,0.11,-84.47,-0.05,2512.35,25.12
884,Exit short,2026-04-18 04:40,Short Exit,4834.518,32.75,158530.4032,199.94,0.13,199.94,0.13,0,0.00,2712.29,27.12
884,Entry short,2026-04-18 04:40,Short,4840.623,32.75,158530.4032,199.94,0.13,199.94,0.13,0,0.00,2712.29,27.12
885,Exit short,2026-04-20 06:00,Short Exit,4774.815,23.67,114422.0345,1402.16,1.23,1402.16,1.23,-45.38,-0.04,4114.45,41.14
885,Entry short,2026-04-18 04:45,Short,4834.053,23.67,114422.0345,1402.16,1.23,1402.16,1.23,-45.38,-0.04,4114.45,41.14
886,Exit short,2026-04-20 13:00,Short Exit,4793.166,45.75,219087.2797,-200.06,-0.09,57.78,0.03,-200.06,-0.09,3914.39,39.14
886,Entry short,2026-04-20 12:55,Short,4788.793,45.75,219087.2797,-200.06,-0.09,57.78,0.03,-200.06,-0.09,3914.39,39.14
887,Exit short,2026-04-20 13:30,Short Exit,4791.586,39.87,190840.4662,-200.07,-0.10,84.44,0.04,-200.07,-0.10,3714.32,37.14
887,Entry short,2026-04-20 13:10,Short,4786.568,39.87,190840.4662,-200.07,-0.10,84.44,0.04,-200.07,-0.10,3714.32,37.14
888,Exit short,2026-04-20 14:30,Short Exit,4790.686,56.08,268461.5774,-200.09,-0.07,173.46,0.06,-200.09,-0.07,3514.23,35.14
888,Entry short,2026-04-20 14:20,Short,4787.118,56.08,268461.5774,-200.09,-0.07,173.46,0.06,-200.09,-0.07,3514.23,35.14
889,Exit short,2026-04-20 14:55,Short Exit,4790.391,47.15,225666.8782,-200.06,-0.09,23.95,0.01,-200.06,-0.09,3314.17,33.14
889,Entry short,2026-04-20 14:50,Short,4786.148,47.15,225666.8782,-200.06,-0.09,23.95,0.01,-200.06,-0.09,3314.17,33.14
890,Exit long,2026-04-20 18:40,Long Exit,4795.189,37.55,180259.4133,-200.07,-0.11,19.83,0.01,-200.07,-0.11,3114.1,31.14
890,Entry long,2026-04-20 18:20,Long,4800.517,37.55,180259.4133,-200.07,-0.11,19.83,0.01,-200.07,-0.11,3114.1,31.14
891,Exit long,2026-04-20 20:20,Long Exit,4816.242,27.44,131957.7801,199.9,0.15,199.9,0.15,-158.93,-0.12,3314,33.14
891,Entry long,2026-04-20 19:55,Long,4808.957,27.44,131957.7801,199.9,0.15,199.9,0.15,-158.93,-0.12,3314,33.14
892,Exit long,2026-04-20 22:30,Long Exit,4827.572,16.05,77282.62785,199.9,0.26,199.9,0.26,-130.04,-0.17,3513.9,35.14
892,Entry long,2026-04-20 21:10,Long,4815.117,16.05,77282.62785,199.9,0.26,199.9,0.26,-130.04,-0.17,3513.9,35.14
893,Exit short,2026-04-20 23:55,Short Exit,4800.446,41.52,199114.3085,-200.21,-0.10,0,0.00,-200.21,-0.10,3313.7,33.14
893,Entry short,2026-04-20 23:55,Short,4795.624,41.52,199114.3085,-200.21,-0.10,0,0.00,-200.21,-0.10,3313.7,33.14
894,Exit long,2026-04-21 03:00,Long Exit,4817.122,38.9,187186.0998,199.95,0.11,199.95,0.11,-50.45,-0.03,3513.64,35.14
894,Entry long,2026-04-21 02:05,Long,4811.982,38.9,187186.0998,199.95,0.11,199.95,0.11,-50.45,-0.03,3513.64,35.14
895,Exit long,2026-04-21 04:45,Long Exit,4817.492,65.33,314526.8426,199.91,0.06,199.91,0.06,-139.28,-0.04,3713.55,37.14
895,Entry long,2026-04-21 04:00,Long,4814.432,65.33,314526.8426,199.91,0.06,199.91,0.06,-139.28,-0.04,3713.55,37.14
896,Exit long,2026-04-21 06:00,Long Exit,4825.135,53.89,259804.6061,221.92,0.09,221.92,0.09,-48.61,-0.02,3935.47,39.35
896,Entry long,2026-04-21 04:55,Long,4821.017,53.89,259804.6061,221.92,0.09,221.92,0.09,-48.61,-0.02,3935.47,39.35
897,Exit long,2026-04-21 07:30,Long Exit,4823.364,24.03,116105.4386,-200,-0.17,41.28,0.04,-200,-0.17,3735.47,37.35
897,Entry long,2026-04-21 06:10,Long,4831.687,24.03,116105.4386,-200,-0.17,41.28,0.04,-200,-0.17,3735.47,37.35
898,Exit long,2026-04-21 08:25,Long Exit,4824.304,47.27,228244.944,-200.09,-0.09,111.46,0.05,-200.09,-0.09,3535.37,35.35
898,Entry long,2026-04-21 08:10,Long,4828.537,47.27,228244.944,-200.09,-0.09,111.46,0.05,-200.09,-0.09,3535.37,35.35
899,Exit short,2026-04-21 09:55,Short Exit,4806.828,32.67,157239.0112,199.94,0.13,199.94,0.13,-38.94,-0.02,3735.32,37.35
899,Entry short,2026-04-21 09:40,Short,4812.948,32.67,157239.0112,199.94,0.13,199.94,0.13,-38.94,-0.02,3735.32,37.35
900,Exit short,2026-04-21 13:50,Short Exit,4784.533,33.13,158711.5178,199.94,0.13,199.94,0.13,0,0.00,3935.25,39.35
900,Entry short,2026-04-21 13:50,Short,4790.568,33.13,158711.5178,199.94,0.13,199.94,0.13,0,0.00,3935.25,39.35
901,Exit short,2026-04-21 14:00,Short Exit,4779.578,45.75,218865.621,199.93,0.09,199.93,0.09,0,0.00,4135.18,41.35
901,Entry short,2026-04-21 14:00,Short,4783.948,45.75,218865.621,199.93,0.09,199.93,0.09,0,0.00,4135.18,41.35
902,Exit short,2026-04-21 15:15,Short Exit,4786.116,29.75,142186.9417,-200.01,-0.14,193.61,0.14,-200.01,-0.14,3935.17,39.35
902,Entry short,2026-04-21 14:20,Short,4779.393,29.75,142186.9417,-200.01,-0.14,193.61,0.14,-200.01,-0.14,3935.17,39.35
903,Exit short,2026-04-21 16:20,Short Exit,4786.266,24.78,118403.6225,-200.05,-0.17,86.93,0.07,-200.05,-0.17,3735.12,37.35
903,Entry short,2026-04-21 16:10,Short,4778.193,24.78,118403.6225,-200.05,-0.17,86.93,0.07,-200.05,-0.17,3735.12,37.35
904,Exit short,2026-04-21 17:15,Short Exit,4787.001,72.96,349059.4637,-200.13,-0.06,37.79,0.01,-200.13,-0.06,3534.99,35.35
904,Entry short,2026-04-21 17:15,Short,4784.258,72.96,349059.4637,-200.13,-0.06,37.79,0.01,-200.13,-0.06,3534.99,35.35
905,Exit short,2026-04-21 17:25,Short Exit,4781.598,60.31,288578.103,199.93,0.07,199.93,0.07,0,0.00,3734.92,37.35
905,Entry short,2026-04-21 17:25,Short,4784.913,60.31,288578.103,199.93,0.07,199.93,0.07,0,0.00,3734.92,37.35
906,Exit short,2026-04-21 18:50,Short Exit,4789.791,31.54,150869.9499,-200.06,-0.13,78.31,0.05,-200.06,-0.13,3534.86,35.35
906,Entry short,2026-04-21 18:00,Short,4783.448,31.54,150869.9499,-200.06,-0.13,78.31,0.05,-200.06,-0.13,3534.86,35.35
