Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
715,Entry short,2026-04-02 19:30,Short,4613.908,11.8,54444.1144,199.95,0.37,199.95,0.37,-47.75,-0.09,3402.99,34.03
716,Exit short,2026-04-02 21:45,Short Exit,4621.691,9.34,42966.64322,-199.95,-0.47,183.37,0.43,-199.95,-0.47,3203.04,32.03
716,Entry short,2026-04-02 21:00,Short,4600.283,9.34,42966.64322,-199.95,-0.47,183.37,0.43,-199.95,-0.47,3203.04,32.03
717,Exit long,2026-04-02 22:35,Long Exit,4681.547,11.29,52654.71973,199.95,0.38,199.95,0.38,-55.34,-0.11,3402.99,34.03
717,Entry long,2026-04-02 22:20,Long,4663.837,11.29,52654.71973,199.95,0.38,199.95,0.38,-55.34,-0.11,3402.99,34.03
718,Exit long,2026-04-02 23:05,Long Exit,4668.669,7.33,34421.10826,-199.76,-0.58,29.09,0.08,-199.76,-0.58,3203.22,32.03
718,Entry long,2026-04-02 22:40,Long,4695.922,7.33,34421.10826,-199.76,-0.58,29.09,0.08,-199.76,-0.58,3203.22,32.03
719,Exit long,2026-04-03 00:45,Long Exit,4658.249,19.82,92526.43934,-199.94,-0.22,38.11,0.04,-199.94,-0.22,3003.28,30.03
719,Entry long,2026-04-03 00:40,Long,4668.337,19.82,92526.43934,-199.94,-0.22,38.11,0.04,-199.94,-0.22,3003.28,30.03
720,Exit long,2026-04-03 01:25,Long Exit,4656.554,23.44,109349.6393,-200.01,-0.18,80,0.07,-200.01,-0.18,2803.27,28.03
720,Entry long,2026-04-03 01:05,Long,4665.087,23.44,109349.6393,-200.01,-0.18,80,0.07,-200.01,-0.18,2803.27,28.03
721,Exit long,2026-04-03 02:45,Long Exit,4667.122,25.8,120211.7976,199.95,0.17,199.95,0.17,-123.89,-0.10,3003.22,30.03
721,Entry long,2026-04-03 02:35,Long,4659.372,25.8,120211.7976,199.95,0.17,199.95,0.17,-123.89,-0.10,3003.22,30.03
722,Exit long,2026-04-03 03:05,Long Exit,4676.482,28,130741.576,199.92,0.15,199.92,0.15,-171.42,-0.13,3203.14,32.03
722,Entry long,2026-04-03 02:50,Long,4669.342,28,130741.576,199.92,0.15,199.92,0.15,-171.42,-0.13,3203.14,32.03
723,Exit long,2026-04-03 03:15,Long Exit,4672.424,26.05,121916.6571,-200.01,-0.16,49.7,0.04,-200.01,-0.16,3003.13,30.03
723,Entry long,2026-04-03 03:10,Long,4680.102,26.05,121916.6571,-200.01,-0.16,49.7,0.04,-200.01,-0.16,3003.13,30.03
724,Exit long,2026-04-03 03:50,Long Exit,4674.827,44.68,208671.3274,199.94,0.10,199.94,0.10,0,0.00,3203.07,32.03
724,Entry long,2026-04-03 03:50,Long,4670.352,44.68,208671.3274,199.94,0.10,199.94,0.10,0,0.00,3203.07,32.03
725,Exit long,2026-04-03 04:15,Long Exit,4669.059,30.13,140878.7506,-200,-0.14,38.66,0.03,-200,-0.14,3003.07,30.03
725,Entry long,2026-04-03 03:55,Long,4675.697,30.13,140878.7506,-200,-0.14,38.66,0.03,-200,-0.14,3003.07,30.03
726,Exit long,2026-04-03 04:40,Long Exit,4667.714,44.18,206419.6516,-200.05,-0.10,42.32,0.02,-200.05,-0.10,2803.02,28.03
726,Entry long,2026-04-03 04:35,Long,4672.242,44.18,206419.6516,-200.05,-0.10,42.32,0.02,-200.05,-0.10,2803.02,28.03
727,Exit short,2026-04-06 06:40,Short Exit,4642.406,24.28,112517.599,-200.02,-0.18,51.06,0.05,-200.02,-0.18,2603,26.03
727,Entry short,2026-04-06 06:30,Short,4634.168,24.28,112517.599,-200.02,-0.18,51.06,0.05,-200.02,-0.18,2603,26.03
728,Exit short,2026-04-06 07:25,Short Exit,4618.193,12.04,55803.02812,199.98,0.36,199.98,0.36,0,0.00,2802.98,28.03
728,Entry short,2026-04-06 07:05,Short,4634.803,12.04,55803.02812,199.98,0.36,199.98,0.36,0,0.00,2802.98,28.03
729,Exit short,2026-04-06 08:00,Short Exit,4620.236,18.43,84951.02084,-199.93,-0.24,81.42,0.10,-199.93,-0.24,2603.06,26.03
729,Entry short,2026-04-06 07:30,Short,4609.388,18.43,84951.02084,-199.93,-0.24,81.42,0.10,-199.93,-0.24,2603.06,26.03
730,Exit short,2026-04-06 09:00,Short Exit,4629.201,13.24,61090.65752,-199.96,-0.33,175.4,0.29,-199.96,-0.33,2403.09,24.03
730,Entry short,2026-04-06 08:20,Short,4614.098,13.24,61090.65752,-199.96,-0.33,175.4,0.29,-199.96,-0.33,2403.09,24.03
731,Exit short,2026-04-06 10:00,Short Exit,4629.431,32.3,149330.5874,-200.03,-0.13,47.74,0.03,-200.03,-0.13,2203.06,22.03
731,Entry short,2026-04-06 09:50,Short,4623.238,32.3,149330.5874,-200.03,-0.13,47.74,0.03,-200.03,-0.13,2203.06,22.03
732,Exit long,2026-04-06 12:45,Long Exit,4651.927,39.67,184342.0073,199.94,0.11,199.94,0.11,-151.62,-0.08,2402.99,24.03
732,Entry long,2026-04-06 12:30,Long,4646.887,39.67,184342.0073,199.94,0.11,199.94,0.11,-151.62,-0.08,2402.99,24.03
733,Exit long,2026-04-06 12:55,Long Exit,4656.712,42.31,196825.57,199.91,0.10,199.91,0.10,0,0.00,2602.91,26.03
733,Entry long,2026-04-06 12:50,Long,4651.987,42.31,196825.57,199.91,0.10,199.91,0.10,0,0.00,2602.91,26.03
734,Exit long,2026-04-06 13:55,Long Exit,4658.959,24.49,114297.9402,-200.03,-0.18,12.2,0.01,-200.03,-0.18,2402.87,24.03
734,Entry long,2026-04-06 13:55,Long,4667.127,24.49,114297.9402,-200.03,-0.18,12.2,0.01,-200.03,-0.18,2402.87,24.03
735,Exit long,2026-04-06 14:20,Long Exit,4656.989,39.71,185129.0922,-200.06,-0.11,11.83,0.01,-200.06,-0.11,2202.82,22.03
735,Entry long,2026-04-06 14:15,Long,4662.027,39.71,185129.0922,-200.06,-0.11,11.83,0.01,-200.06,-0.11,2202.82,22.03
736,Exit long,2026-04-06 15:40,Long Exit,4662.307,44.28,206247.0298,199.92,0.10,199.92,0.10,0,0.00,2402.74,24.03
736,Entry long,2026-04-06 15:40,Long,4657.792,44.28,206247.0298,199.92,0.10,199.92,0.10,0,0.00,2402.74,24.03
737,Exit long,2026-04-06 15:50,Long Exit,4675.162,21.38,99755.06056,199.9,0.20,199.9,0.20,0,0.00,2602.64,26.03
737,Entry long,2026-04-06 15:45,Long,4665.812,21.38,99755.06056,199.9,0.20,199.9,0.20,0,0.00,2602.64,26.03
738,Exit long,2026-04-06 17:00,Long Exit,4699.977,14.34,67197.69888,199.97,0.30,199.97,0.30,-76.46,-0.11,2802.61,28.03
738,Entry long,2026-04-06 15:55,Long,4686.032,14.34,67197.69888,199.97,0.30,199.97,0.30,-76.46,-0.11,2802.61,28.03
739,Exit long,2026-04-06 18:05,Long Exit,4692.869,41.39,194437.8858,-200.04,-0.10,0.95,0.00,-200.04,-0.10,2602.58,26.03
739,Entry long,2026-04-06 18:05,Long,4697.702,41.39,194437.8858,-200.04,-0.10,0.95,0.00,-200.04,-0.10,2602.58,26.03
740,Exit short,2026-04-06 20:30,Short Exit,4673.546,16.99,79203.52327,-200.02,-0.25,35.98,0.05,-200.02,-0.25,2402.55,24.03
740,Entry short,2026-04-06 20:25,Short,4661.773,16.99,79203.52327,-200.02,-0.25,35.98,0.05,-200.02,-0.25,2402.55,24.03
741,Exit short,2026-04-06 21:05,Short Exit,4664.698,30.41,142053.4119,199.95,0.14,199.95,0.14,0,0.00,2602.5,26.02
741,Entry short,2026-04-06 21:05,Short,4671.273,30.41,142053.4119,199.95,0.14,199.95,0.14,0,0.00,2602.5,26.02
742,Exit short,2026-04-06 21:20,Short Exit,4669.891,33.89,158062.5533,-200.05,-0.13,141.93,0.09,-200.05,-0.13,2402.45,24.02
742,Entry short,2026-04-06 21:20,Short,4663.988,33.89,158062.5533,-200.05,-0.13,141.93,0.09,-200.05,-0.13,2402.45,24.02
743,Exit short,2026-04-06 21:30,Short Exit,4661.358,32.59,152113.5969,199.94,0.13,199.94,0.13,0,0.00,2602.39,26.02
743,Entry short,2026-04-06 21:30,Short,4667.493,32.59,152113.5969,199.94,0.13,199.94,0.13,0,0.00,2602.39,26.02
744,Exit short,2026-04-06 21:50,Short Exit,4679.151,14.33,66852.21569,-200.02,-0.30,49.05,0.07,-200.02,-0.30,2402.37,24.02
744,Entry short,2026-04-06 21:45,Short,4665.193,14.33,66852.21569,-200.02,-0.30,49.05,0.07,-200.02,-0.30,2402.37,24.02
745,Exit short,2026-04-07 00:10,Short Exit,4667.281,46.77,218088.6503,-200.08,-0.09,18.85,0.01,-200.08,-0.09,2202.29,22.02
745,Entry short,2026-04-07 00:10,Short,4663.003,46.77,218088.6503,-200.08,-0.09,18.85,0.01,-200.08,-0.09,2202.29,22.02
746,Exit short,2026-04-07 00:35,Short Exit,4670.231,44.18,206129.9191,-200.89,-0.10,58.49,0.03,-200.89,-0.10,2001.4,20.01
746,Entry short,2026-04-07 00:30,Short,4665.684,44.18,206129.9191,-200.89,-0.10,58.49,0.03,-200.89,-0.10,2001.4,20.01
747,Exit short,2026-04-07 01:30,Short Exit,4660.276,38.94,181271.0737,-200.07,-0.11,99.8,0.06,-200.07,-0.11,1801.33,18.01
747,Entry short,2026-04-07 01:30,Short,4655.138,38.94,181271.0737,-200.07,-0.11,99.8,0.06,-200.07,-0.11,1801.33,18.01
748,Exit short,2026-04-07 06:00,Short Exit,4661.756,18.39,85507.67037,-222.02,-0.26,71.32,0.08,-222.02,-0.26,1579.3,15.79
748,Entry short,2026-04-07 02:40,Short,4649.683,18.39,85507.67037,-222.02,-0.26,71.32,0.08,-222.02,-0.26,1579.3,15.79
749,Exit short,2026-04-07 09:50,Short Exit,4620.108,14.51,67237.64233,199.88,0.30,199.88,0.30,0,0.00,1779.18,17.79
749,Entry short,2026-04-07 09:50,Short,4633.883,14.51,67237.64233,199.88,0.30,199.88,0.30,0,0.00,1779.18,17.79
750,Exit short,2026-04-07 11:30,Short Exit,4647.966,29.17,135381.1204,-200.05,-0.15,42.38,0.03,-200.05,-0.15,1579.13,15.79
750,Entry short,2026-04-07 11:20,Short,4641.108,29.17,135381.1204,-200.05,-0.15,42.38,0.03,-200.05,-0.15,1579.13,15.79
751,Exit short,2026-04-07 13:50,Short Exit,4641.281,18.34,84921.13252,-199.96,-0.24,14.54,0.02,-199.96,-0.24,1379.17,13.79
751,Entry short,2026-04-07 13:45,Short,4630.378,18.34,84921.13252,-199.96,-0.24,14.54,0.02,-199.96,-0.24,1379.17,13.79
752,Exit short,2026-04-07 14:40,Short Exit,4649.321,27,125331.651,-200.02,-0.16,104.57,0.08,-200.02,-0.16,1179.15,11.79
752,Entry short,2026-04-07 14:20,Short,4641.913,27,125331.651,-200.02,-0.16,104.57,0.08,-200.02,-0.16,1179.15,11.79
753,Exit long,2026-04-07 17:35,Long Exit,4676.919,20.31,95188.23777,-200.01,-0.21,165.28,0.17,-200.01,-0.21,979.14,9.79
753,Entry long,2026-04-07 16:35,Long,4686.767,20.31,95188.23777,-200.01,-0.21,165.28,0.17,-200.01,-0.21,979.14,9.79
754,Exit short,2026-04-07 20:55,Short Exit,4657.106,21.07,97925.20591,-200.02,-0.20,11.34,0.01,-200.02,-0.20,779.12,7.79
754,Entry short,2026-04-07 20:50,Short,4647.613,21.07,97925.20591,-200.02,-0.20,11.34,0.01,-200.02,-0.20,779.12,7.79
755,Exit short,2026-04-07 22:00,Short Exit,4630.988,12.3,57161.0274,199.88,0.35,199.88,0.35,-86,-0.15,979,9.79
755,Entry short,2026-04-07 21:35,Short,4647.238,12.3,57161.0274,199.88,0.35,199.88,0.35,-86,-0.15,979,9.79
756,Exit short,2026-04-07 22:20,Short Exit,4645.551,8.78,40588.03474,-199.9,-0.49,133.04,0.33,-199.9,-0.49,779.09,7.79
756,Entry short,2026-04-07 22:05,Short,4622.783,8.78,40588.03474,-199.9,-0.49,133.04,0.33,-199.9,-0.49,779.09,7.79
757,Exit short,2026-04-07 23:00,Short Exit,4629.943,20.48,95021.11744,199.88,0.21,199.88,0.21,0,0.00,978.98,9.79
757,Entry short,2026-04-07 22:55,Short,4639.703,20.48,95021.11744,199.88,0.21,199.88,0.21,0,0.00,978.98,9.79
758,Exit short,2026-04-07 23:10,Short Exit,4636.646,22.64,104773.6863,-199.98,-0.19,66.29,0.06,-199.98,-0.19,779,7.79
758,Entry short,2026-04-07 23:05,Short,4627.813,22.64,104773.6863,-199.98,-0.19,66.29,0.06,-199.98,-0.19,779,7.79
759,Exit long,2026-04-08 01:35,Long Exit,4685.302,15.92,74390.05264,199.96,0.27,199.96,0.27,0,0.00,978.96,9.79
759,Entry long,2026-04-08 01:35,Long,4672.742,15.92,74390.05264,199.96,0.27,199.96,0.27,0,0.00,978.96,9.79
760,Exit long,2026-04-08 02:15,Long Exit,4685.642,27.81,130107.7501,199.95,0.15,199.95,0.15,-93.36,-0.07,1178.91,11.79
760,Entry long,2026-04-08 01:50,Long,4678.452,27.81,130107.7501,199.95,0.15,199.95,0.15,-93.36,-0.07,1178.91,11.79
761,Exit long,2026-04-08 03:45,Long Exit,4718.002,7.75,36364.5655,199.95,0.55,199.95,0.55,-80.73,-0.22,1378.86,13.79
761,Entry long,2026-04-08 03:20,Long,4692.202,7.75,36364.5655,199.95,0.55,199.95,0.55,-80.73,-0.22,1378.86,13.79
762,Exit long,2026-04-08 06:55,Long Exit,4807.887,7.12,34032.29704,199.86,0.59,199.86,0.59,-129.17,-0.38,1578.72,15.79
762,Entry long,2026-04-08 06:40,Long,4779.817,7.12,34032.29704,199.86,0.59,199.86,0.59,-129.17,-0.38,1578.72,15.79
763,Exit long,2026-04-08 08:00,Long Exit,4846.562,7.54,36343.30518,199.77,0.55,199.77,0.55,-141.62,-0.39,1778.49,17.78
763,Entry long,2026-04-08 07:00,Long,4820.067,7.54,36343.30518,199.77,0.55,199.77,0.55,-141.62,-0.39,1778.49,17.78
764,Exit long,2026-04-08 09:15,Long Exit,4806.904,14.98,72207.44986,-200.03,-0.28,38.47,0.05,-200.03,-0.28,1578.46,15.78
764,Entry long,2026-04-08 09:10,Long,4820.257,14.98,72207.44986,-200.03,-0.28,38.47,0.05,-200.03,-0.28,1578.46,15.78
765,Exit long,2026-04-08 10:00,Long Exit,4818.247,20.25,97369.533,199.97,0.21,199.97,0.21,-22.11,-0.02,1778.43,17.78
765,Entry long,2026-04-08 09:50,Long,4808.372,20.25,97369.533,199.97,0.21,199.97,0.21,-22.11,-0.02,1778.43,17.78
766,Exit long,2026-04-08 10:40,Long Exit,4810.004,32.07,154456.8809,-200.05,-0.13,149.86,0.10,-200.05,-0.13,1578.38,15.78
766,Entry long,2026-04-08 10:35,Long,4816.242,32.07,154456.8809,-200.05,-0.13,149.86,0.10,-200.05,-0.13,1578.38,15.78
767,Exit long,2026-04-08 13:30,Long Exit,4817.812,14.95,71826.4079,199.88,0.28,199.88,0.28,-97.8,-0.14,1778.26,17.78
767,Entry long,2026-04-08 12:30,Long,4804.442,14.95,71826.4079,199.88,0.28,199.88,0.28,-97.8,-0.14,1778.26,17.78
768,Exit long,2026-04-08 13:50,Long Exit,4842.472,18.55,89627.8866,199.97,0.22,199.97,0.22,0,0.00,1978.23,19.78
768,Entry long,2026-04-08 13:50,Long,4831.692,18.55,89627.8866,199.97,0.22,199.97,0.22,0,0.00,1978.23,19.78
769,Exit long,2026-04-08 15:55,Long Exit,4814.034,31.24,150590.4519,-200.03,-0.13,8.22,0.01,-200.03,-0.13,1778.2,17.78
769,Entry long,2026-04-08 15:55,Long,4820.437,31.24,150590.4519,-200.03,-0.13,8.22,0.01,-200.03,-0.13,1778.2,17.78
770,Exit short,2026-04-08 17:00,Short Exit,4798.651,42.54,203934.5479,-200.07,-0.10,21.82,0.01,-200.07,-0.10,1578.13,15.78
770,Entry short,2026-04-08 17:00,Short,4793.948,42.54,203934.5479,-200.07,-0.10,21.82,0.01,-200.07,-0.10,1578.13,15.78
771,Exit short,2026-04-08 18:50,Short Exit,4795.586,10.59,50585.33772,-199.92,-0.40,58.54,0.12,-199.92,-0.40,1378.22,13.78
771,Entry short,2026-04-08 17:45,Short,4776.708,10.59,50585.33772,-199.92,-0.40,58.54,0.12,-199.92,-0.40,1378.22,13.78
772,Exit short,2026-04-08 19:25,Short Exit,4791.436,23.09,110434.2286,-200.03,-0.18,64.72,0.06,-200.03,-0.18,1178.19,11.78
772,Entry short,2026-04-08 19:00,Short,4782.773,23.09,110434.2286,-200.03,-0.18,64.72,0.06,-200.03,-0.18,1178.19,11.78
773,Exit short,2026-04-08 20:20,Short Exit,4779.648,15.44,73997.71312,199.95,0.27,199.95,0.27,0,0.00,1378.14,13.78
773,Entry short,2026-04-08 20:20,Short,4792.598,15.44,73997.71312,199.95,0.27,199.95,0.27,0,0.00,1378.14,13.78
774,Exit short,2026-04-08 22:00,Short Exit,4788.851,11.61,55398.54303,-200.02,-0.36,52.51,0.09,-200.02,-0.36,1178.12,11.78
774,Entry short,2026-04-08 21:55,Short,4771.623,11.61,55398.54303,-200.02,-0.36,52.51,0.09,-200.02,-0.36,1178.12,11.78
775,Exit short,2026-04-08 22:25,Short Exit,4770.708,23.96,114506.1099,199.95,0.17,199.95,0.17,-31.56,-0.03,1378.06,13.78
775,Entry short,2026-04-08 22:15,Short,4779.053,23.96,114506.1099,199.95,0.17,199.95,0.17,-31.56,-0.03,1378.06,13.78
776,Exit short,2026-04-09 00:15,Short Exit,4747.088,29.45,140001.7071,199.97,0.14,199.97,0.14,0,0.00,1578.03,15.78
776,Entry short,2026-04-09 00:15,Short,4753.878,29.45,140001.7071,199.97,0.14,199.97,0.14,0,0.00,1578.03,15.78
777,Exit short,2026-04-09 01:25,Short Exit,4746.648,24.71,117489.576,199.9,0.17,199.9,0.17,0,0.00,1777.93,17.78
777,Entry short,2026-04-09 01:20,Short,4754.738,24.71,117489.576,199.9,0.17,199.9,0.17,0,0.00,1777.93,17.78
778,Exit short,2026-04-09 01:55,Short Exit,4731.718,17.49,82957.65852,199.91,0.24,199.91,0.24,0,0.00,1977.84,19.78
778,Entry short,2026-04-09 01:35,Short,4743.148,17.49,82957.65852,199.91,0.24,199.91,0.24,0,0.00,1977.84,19.78
779,Exit short,2026-04-09 04:50,Short Exit,4718.688,62.18,293607.9285,199.91,0.07,199.91,0.07,-167.08,-0.06,2177.75,21.78
779,Entry short,2026-04-09 04:30,Short,4721.903,62.18,293607.9285,199.91,0.07,199.91,0.07,-167.08,-0.06,2177.75,21.78
780,Exit short,2026-04-09 06:10,Short Exit,4711.798,22.38,105650.0045,199.97,0.19,199.97,0.19,0,0.00,2377.72,23.78
780,Entry short,2026-04-09 06:10,Short,4720.733,22.38,105650.0045,199.97,0.19,199.97,0.19,0,0.00,2377.72,23.78
781,Exit short,2026-04-09 09:15,Short Exit,4723.826,13.87,65319.48896,-199.98,-0.31,148.17,0.23,-199.98,-0.31,2177.74,21.78
781,Entry short,2026-04-09 06:15,Short,4709.408,13.87,65319.48896,-199.98,-0.31,148.17,0.23,-199.98,-0.31,2177.74,21.78
782,Exit short,2026-04-09 09:40,Short Exit,4720.836,16.87,79440.54321,-199.96,-0.25,99.84,0.13,-199.96,-0.25,1977.78,19.78
782,Entry short,2026-04-09 09:25,Short,4708.983,16.87,79440.54321,-199.96,-0.25,99.84,0.13,-199.96,-0.25,1977.78,19.78
783,Exit long,2026-04-09 18:20,Long Exit,4735.422,26.52,125383.4306,199.96,0.16,199.96,0.16,-122.84,-0.10,2177.74,21.78
783,Entry long,2026-04-09 16:35,Long,4727.882,26.52,125383.4306,199.96,0.16,199.96,0.16,-122.84,-0.10,2177.74,21.78
784,Exit long,2026-04-09 19:35,Long Exit,4749.027,19.92,94400.72064,199.9,0.21,199.9,0.21,-52.43,-0.06,2377.64,23.78
784,Entry long,2026-04-09 18:25,Long,4738.992,19.92,94400.72064,199.9,0.21,199.9,0.21,-52.43,-0.06,2377.64,23.78
785,Exit long,2026-04-09 21:15,Long Exit,4757.047,27.77,131903.2512,199.94,0.15,199.94,0.15,0,0.00,2577.58,25.78
785,Entry long,2026-04-09 21:10,Long,4749.847,27.77,131903.2512,199.94,0.15,199.94,0.15,0,0.00,2577.58,25.78
786,Exit long,2026-04-09 21:35,Long Exit,4764.712,28.26,134450.8216,199.94,0.15,199.94,0.15,0,0.00,2777.52,27.78
786,Entry long,2026-04-09 21:35,Long,4757.637,28.26,134450.8216,199.94,0.15,199.94,0.15,0,0.00,2777.52,27.78
787,Exit long,2026-04-09 22:30,Long Exit,4756.939,13.5,64418.652,-199.98,-0.31,72,0.11,-199.98,-0.31,2577.55,25.78
787,Entry long,2026-04-09 21:40,Long,4771.752,13.5,64418.652,-199.98,-0.31,72,0.11,-199.98,-0.31,2577.55,25.78
788,Exit long,2026-04-09 23:15,Long Exit,4771.387,24.73,117796.4585,199.94,0.17,199.94,0.17,-49.26,-0.04,2777.49,27.77
788,Entry long,2026-04-09 22:50,Long,4763.302,24.73,117796.4585,199.94,0.17,199.94,0.17,-49.26,-0.04,2777.49,27.77
789,Exit long,2026-04-10 00:00,Long Exit,4798.337,13.68,65441.38536,199.86,0.31,199.86,0.31,-81.35,-0.12,2977.35,29.77
789,Entry long,2026-04-09 23:20,Long,4783.727,13.68,65441.38536,199.86,0.31,199.86,0.31,-81.35,-0.12,2977.35,29.77
790,Exit long,2026-04-10 02:00,Long Exit,4792.549,23.83,114406.4479,-200.01,-0.17,10.68,0.01,-200.01,-0.17,2777.35,27.77
790,Entry long,2026-04-10 01:40,Long,4800.942,23.83,114406.4479,-200.01,-0.17,10.68,0.01,-200.01,-0.17,2777.35,27.77
791,Exit short,2026-04-10 06:35,Short Exit,4759.888,35.61,169699.5618,199.95,0.12,199.95,0.12,-179.37,-0.11,2977.3,29.77
791,Entry short,2026-04-10 06:20,Short,4765.503,35.61,169699.5618,199.95,0.12,199.95,0.12,-179.37,-0.11,2977.3,29.77
792,Exit short,2026-04-10 08:05,Short Exit,4753.088,31.22,148591.3715,199.96,0.13,199.96,0.13,-163.5,-0.11,3177.26,31.77
792,Entry short,2026-04-10 06:40,Short,4759.493,31.22,148591.3715,199.96,0.13,199.96,0.13,-163.5,-0.11,3177.26,31.77
793,Exit short,2026-04-10 09:30,Short Exit,4764.471,35.26,167795.2175,-200.03,-0.12,4.87,0.00,-200.03,-0.12,2977.23,29.77
793,Entry short,2026-04-10 09:25,Short,4758.798,35.26,167795.2175,-200.03,-0.12,4.87,0.00,-200.03,-0.12,2977.23,29.77
794,Exit short,2026-04-10 11:10,Short Exit,4759.601,18.16,86234.35808,-200,-0.23,190.37,0.22,-200,-0.23,2777.24,27.77
794,Entry short,2026-04-10 10:15,Short,4748.588,18.16,86234.35808,-200,-0.23,190.37,0.22,-200,-0.23,2777.24,27.77
795,Exit long,2026-04-10 12:15,Long Exit,4770.322,71.4,340401.0708,199.92,0.06,199.92,0.06,0,0.00,2977.16,29.77
795,Entry long,2026-04-10 12:15,Long,4767.522,71.4,340401.0708,199.92,0.06,199.92,0.06,0,0.00,2977.16,29.77
796,Exit long,2026-04-10 12:50,Long Exit,4765.392,108.63,517465.0883,199.44,0.04,199.44,0.04,-0.11,0.00,3176.6,31.77
796,Entry long,2026-04-10 12:50,Long,4763.556,108.63,517465.0883,199.44,0.04,199.44,0.04,-0.11,0.00,3176.6,31.77
797,Exit long,2026-04-10 14:00,Long Exit,4764.789,82.61,393819.3833,-200.16,-0.05,179.51,0.05,-200.16,-0.05,2976.44,29.76
797,Entry long,2026-04-10 13:50,Long,4767.212,82.61,393819.3833,-200.16,-0.05,179.51,0.05,-200.16,-0.05,2976.44,29.76
798,Exit short,2026-04-10 15:20,Short Exit,4754.251,19.28,91461.96784,-199.99,-0.22,45.66,0.05,-199.99,-0.22,2776.45,27.76
798,Entry short,2026-04-10 14:50,Short,4743.878,19.28,91461.96784,-199.99,-0.22,45.66,0.05,-199.99,-0.22,2776.45,27.76
799,Exit short,2026-04-10 16:15,Short Exit,4746.053,50.68,240729.8986,199.93,0.08,199.93,0.08,-180.78,-0.08,2976.38,29.76
799,Entry short,2026-04-10 15:55,Short,4749.998,50.68,240729.8986,199.93,0.08,199.93,0.08,-180.78,-0.08,2976.38,29.76
800,Exit short,2026-04-10 16:50,Short Exit,4732.283,22.44,106392.3709,199.94,0.19,199.94,0.19,0,0.00,3176.32,31.76
800,Entry short,2026-04-10 16:45,Short,4741.193,22.44,106392.3709,199.94,0.19,199.94,0.19,0,0.00,3176.32,31.76
801,Exit short,2026-04-10 18:20,Short Exit,4753.411,31.89,151386.2308,-200.05,-0.13,153.33,0.10,-200.05,-0.13,2976.27,29.76
801,Entry short,2026-04-10 18:05,Short,4747.138,31.89,151386.2308,-200.05,-0.13,153.33,0.10,-200.05,-0.13,2976.27,29.76
802,Exit long,2026-04-10 19:05,Long Exit,4756.759,67.31,320380.5226,-203.07,-0.06,0,0.00,-203.07,-0.06,2773.2,27.73
802,Entry long,2026-04-10 19:05,Long,4759.776,67.31,320380.5226,-203.07,-0.06,0,0.00,-203.07,-0.06,2773.2,27.73
803,Exit long,2026-04-10 19:30,Long Exit,4762.932,47.04,223848.4013,199.92,0.09,199.92,0.09,-21.73,-0.01,2973.12,29.73
803,Entry long,2026-04-10 19:20,Long,4758.682,47.04,223848.4013,199.92,0.09,199.92,0.09,-21.73,-0.01,2973.12,29.73
804,Exit long,2026-04-10 19:40,Long Exit,4766.772,52.47,249912.6161,199.91,0.08,199.91,0.08,0,0.00,3173.03,31.73
804,Entry long,2026-04-10 19:40,Long,4762.962,52.47,249912.6161,199.91,0.08,199.91,0.08,0,0.00,3173.03,31.73
805,Exit long,2026-04-10 20:20,Long Exit,4760.369,28.12,134061.5938,-200.02,-0.15,110.46,0.08,-200.02,-0.15,2973.01,29.73
805,Entry long,2026-04-10 19:45,Long,4767.482,28.12,134061.5938,-200.02,-0.15,110.46,0.08,-200.02,-0.15,2973.01,29.73
806,Exit long,2026-04-10 20:30,Long Exit,4766.477,60.31,287266.3002,199.93,0.07,199.93,0.07,0,0.00,3172.94,31.73
806,Entry long,2026-04-10 20:30,Long,4763.162,60.31,287266.3002,199.93,0.07,199.93,0.07,0,0.00,3172.94,31.73
807,Exit long,2026-04-10 23:35,Long Exit,4762.079,9.79,46820.69458,-199.94,-0.43,122.16,0.26,-199.94,-0.43,2973,29.73
807,Entry long,2026-04-10 20:35,Long,4782.502,9.79,46820.69458,-199.94,-0.43,122.16,0.26,-199.94,-0.43,2973,29.73
808,Exit short,2026-04-11 01:05,Short Exit,4758.653,55.92,266303.7898,199.91,0.08,199.91,0.08,0,0.00,3172.91,31.73
808,Entry short,2026-04-11 01:00,Short,4762.228,55.92,266303.7898,199.91,0.08,199.91,0.08,0,0.00,3172.91,31.73
809,Exit short,2026-04-11 01:45,Short Exit,4762.536,57.45,273405.9288,-201.76,-0.07,10.28,0.00,-201.76,-0.07,2971.15,29.71
809,Entry short,2026-04-11 01:45,Short,4759.024,57.45,273405.9288,-201.76,-0.07,10.28,0.00,-201.76,-0.07,2971.15,29.71
810,Exit short,2026-04-11 02:00,Short Exit,4755.858,43.28,206033.4878,199.95,0.10,199.95,0.10,-30.82,-0.01,3171.1,31.71
810,Entry short,2026-04-11 01:55,Short,4760.478,43.28,206033.4878,199.95,0.10,199.95,0.10,-30.82,-0.01,3171.1,31.71
811,Exit short,2026-04-11 02:10,Short Exit,4761.191,25.55,121448.4247,-200.01,-0.16,55.9,0.05,-200.01,-0.16,2971.1,29.71
